platform,video_id,channel,channel_id,title,date,views,likes,comments,duration,url,search_query,tags,description_snippet,channel_subscribers,title_clean,engagement_score,like_ratio,comment_ratio,is_viral,title_length,title_word_count,has_question,has_exclamation,title_caps_ratio,creator_tier,month,quarter,year_quarter,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_label,top_keywords,competitors_mentioned,features_mentioned,mentions_competitor,ai_llm_content_category,ai_llm_sentiment,ai_llm_virality_potential,ai_llm_growth_type,ai_llm_target_audience,ai_llm_key_insight,classification_source
YouTube,gPt4YgSFUrs,Bitinning,UCMT5Ui9vr5tHYXuXrhU3K2w,"USA Warns Claude AI founder, Give Full Access… or face Consequences.",2026-02-24,804868,12533,167,PT2M46S,https://youtube.com/watch?v=gPt4YgSFUrs,Claude AI,us crypto bill|bitcoin|bitcoin price|bitcoin price usd|altcoins,"USA  demands total access from Claude AI founder, Do it… or deal with the fallout.

Follow us for more educational content:

Instagram: @bitinning
Youtube: https://www.youtube.com/@Bitinning
Kashif X:",196000,"USA Warns Claude AI founder, Give Full Access... or face Consequences.",933538,0.0155714974380892,0.000207487438934,False,70,11,False,False,0.1571428571428571,Macro,2,1,2026Q1,-0.1027,0.0,0.123,Negative,claude ai|ai|claude,,,False,news,negative,high,reactive,general,,openai
YouTube,Ll1UyM8kBNc,onjsdev,UC5V_x9WcYDDi7VsWHUg6FEA,This is why I quit Cursor and switched to Claude Code,2025-07-24,793053,9546,230,PT32S,https://youtube.com/watch?v=Ll1UyM8kBNc,Claude AI,,"With so many new AI code editors coming out, I think Cursor is falling behind in performance and stability. That’s why I decided to try Claude Code. This is not an #ad or anything like that, just my e",48300,This is why I quit Cursor and switched to Claude Code,893113,0.0120370265291222,0.0002900184476951,False,53,11,False,False,0.0943396226415094,Mid,7,3,2025Q3,0.0,0.0,0.0,Neutral,claude code|code|claude,,Claude Code,False,comparison,positive,medium,competitive,developers,,openai
YouTube,M9iu-GLdPRk,ezCommit,UCPwA50hMAxstY9YAvABXrUw,Google Gemini 2.5 pro vs CLAUDE 4. #coding #programming #gemini #claude4 #comparison #ai,2025-05-24,773255,25117,256,PT2M15S,https://youtube.com/watch?v=M9iu-GLdPRk,Claude AI,,"👉About This Video:
This video has been independently edited, redesigned, and transformed. It contains original commentary, analysis, and educational insights added for the purpose of learning and unde",67900,Google Gemini 2.5 pro vs CLAUDE 4. #coding #programming #gemini #claude4 #comparison #ai,1029545,0.0324821695301032,0.0003310680176655,False,88,13,False,False,0.0909090909090909,Mid,5,2,2025Q2,0.0,0.0,0.0,Neutral,vs claude|coding|vs|ai|claude,Gemini,,True,comparison,neutral,high,competitive,developers,,openai
YouTube,cFzdGNieLz8,Evrim Ağacı,UCatnasFAiXUvWwH8NlSdd3A,"Yapay Zekanın Yeni Kralı: Claude ve &quot;Vibe Coding&quot;, Hayatınızı Nasıl Değiştirecek?",2026-03-08,755832,29235,1713,PT28M43S,https://youtube.com/watch?v=cFzdGNieLz8,Claude AI,bilim|çağrı mert bakırcı|evrim|evrim ağacı|evrim kuramı,"Yapay zeka dünyasında sessiz sedasız bir devrim yaşanıyor; ama o devrimin adı ChatGPT değil. Claude... Adını duydunuz mu bilmiyorum; ama Anthropic tarafından geliştirilen Claude, daha şimdiden Mars'ta",4710000,"Yapay Zekanın Yeni Kralı: Claude ve &quot;Vibe Coding&quot;, Hayatınızı Nasıl Değiştirecek?",1082442,0.0386792303051471,0.0022663766551297,False,91,11,True,False,0.1098901098901098,Mega,3,1,2026Q1,0.0,0.0,0.0,Neutral,coding|claude,,,False,tutorial,positive,high,educational,creators,,openai
YouTube,FX3x-k7vM7Y,Firstpost,UCz8QaiQxApLq8sLNcszYyJw,AI on the Battlefield: How Claude Helped US Strike Iran | Vantage with Palki Sharma,2026-03-01,718063,7169,703,PT6M11S,https://youtube.com/watch?v=FX3x-k7vM7Y,Claude AI,firstpost|vantage|palki sharma|vantage palki sharma|first post,"Artificial intelligence is now part of the battlefield. During the strike on Iran, the United States used Anthropic’s Claude platform to process intelligence, map targets, and simulate military scenar",9510000,AI on the Battlefield: How Claude Helped US Strike Iran | Vantage with Palki Sharma,803813,0.0099838036495405,0.0009790227319886,False,83,15,False,False,0.1566265060240964,Mega,3,1,2026Q1,-0.4767,0.0,0.255,Negative,ai|claude,,,False,showcase,positive,medium,organic,general,,openai
YouTube,lO961HRQn5Q,NetworkChuck,UC9x0AN7BWHpCDHSm9NiJFJQ,they stole Claude’s brain 16 million times,2026-03-03,689379,23914,444,PT1M2S,https://youtube.com/watch?v=lO961HRQn5Q,Claude AI,,"Anthropic just exposed DeepSeek, Moonshot AI, and MiniMax for creating 24,000 fake accounts and having 16 million conversations with Claude to steal its capabilities. The AI race isn't what you think.",5200000,they stole Claude’s brain 16 million times,937399,0.0346891912866507,0.0006440579129912,False,42,7,False,False,0.0238095238095238,Mega,3,1,2026Q1,0.0,0.0,0.0,Neutral,claude,,,False,complaint,negative,medium,reactive,general,,openai
YouTube,HGZ0Ek_aNgU,60 Minutes,UCsN32BtMd0IoByjJRNF12cw,Why Anthropic&#39;s AI Claude tried to contact the FBI,2025-11-17,664923,10980,1679,PT6M,https://youtube.com/watch?v=HGZ0Ek_aNgU,Claude AI,Artificial Intelligence|60 Minutes Overtime|Overtime Original,"During a simulation in which Anthropic's AI, Claude, was told it was running a vending machine, it decided it was being scammed, ""panicked"" and tried to contact the FBI's Cyber Crimes Division.

""60 M",4070000,Why Anthropic&#39;s AI Claude tried to contact the FBI,808303,0.0165131902490965,0.0025251044105858,False,54,9,False,False,0.1481481481481481,Mega,11,4,2025Q4,0.0,0.0,0.0,Neutral,39|anthropic|ai claude|ai|claude,,,False,news,neutral,medium,reactive,general,,openai
YouTube,eMZmDH3T2bY,Kevin Stratvert,UCfJT_eYDTmDE-ovKaxVE1ig,Claude Code Tutorial for Beginners,2025-12-22,651560,8906,274,PT14M44S,https://youtube.com/watch?v=eMZmDH3T2bY,Claude AI,kevin stratvert|claude code for beginners|claude code tutorial|claude code beginners guide|claude code beginner guide,"This Claude Code Tutorial teaches you what I wish I knew as a software developer about Claude Code before I started AI coding. Get started here: https://clau.de/kevinstratvert 

You can vibe code with",4190000,Claude Code Tutorial for Beginners,746100,0.0136687335011357,0.0004205291914789,False,34,5,False,False,0.1176470588235294,Mega,12,4,2025Q4,0.0,0.0,0.0,Neutral,beginners|claude code|code|claude,,Claude Code,False,tutorial,positive,medium,educational,creators,,openai
YouTube,5KTHvKCrQ00,Anthropic,UCrDwWp7EBBv4NwvScIpBDOA,Claude ran a business in our office,2025-12-18,610808,16459,477,PT6M11S,https://youtube.com/watch?v=5KTHvKCrQ00,Claude AI,,"For a large part of 2025, we ran Project Vend: an experiment where we let Claude manage a small business in the Anthropic office. We learned a lot from how close it was to success—and the curious ways",498000,Claude ran a business in our office,784938,0.0269462744430328,0.0007809327972128,False,35,7,False,False,0.0285714285714285,Macro,12,4,2025Q4,0.0,0.0,0.0,Neutral,claude,,,False,showcase,positive,medium,organic,general,,openai
YouTube,0vZ_UVLhSQQ,Anthropic,UCrDwWp7EBBv4NwvScIpBDOA,Getting started with Claude.ai,2025-12-02,562948,2642,63,PT5M19S,https://youtube.com/watch?v=0vZ_UVLhSQQ,Claude AI,,"Learn how to get the most out of chatting with Claude. This tutorial covers the basics of Claude's conversational interface, including how to craft effective prompts, upload supporting documents, use ",498000,Getting started with Claude.ai,590628,0.0046931510548043,0.0001119108692099,False,30,4,False,False,0.0666666666666666,Macro,12,4,2025Q4,0.0,0.0,0.0,Neutral,claude ai|ai|claude,,,False,tutorial,positive,medium,educational,creators,,openai
YouTube,ntDIxaeo3Wg,Tech With Tim,UC4JX40jDee_tINbkjycV4Sg,Claude Code - Full Tutorial for Beginners,2026-02-27,561086,11675,369,PT35M49S,https://youtube.com/watch?v=ntDIxaeo3Wg,Claude AI,tech with tim|claude code tutorial|ai automation for beginners|automate workflows|openai api guide,"Create your DINQ page for free: https://dinq.me/?from=tim - use code TIM to get a discount if you upgrade.

This video will teach you Claude Code. I'll go over everything and assume no prior knowledge",1980000,Claude Code - Full Tutorial for Beginners,685216,0.0208078618963937,0.0006576531939845,False,41,7,False,False,0.1219512195121951,Mega,2,1,2026Q1,0.0,0.0,0.0,Neutral,beginners|claude code|code|claude,,Claude Code,False,showcase,positive,medium,organic,general,,openai
YouTube,RudrWy9uPZE,Jeff Su,UCwAnu01qlnVg1Ai2AbtTMaA,"I Switched 50% of My AI Work to Claude, Here&#39;s Why",2025-02-11,512117,12157,829,PT12M44S,https://youtube.com/watch?v=RudrWy9uPZE,Claude AI,I Switched 50% of My AI Work to Claude Here's Why|Learn 80% of Claude AI in under 14 Minutes|how to use claude|claude.ai tutorial|claude ai tutorial,"Claude: https://claude.ai/referral/NWuVXWV9ww

➡️ My free AI Toolkit: https://academy.jeffsu.org/ai-toolkit?utm_source=youtube&utm_medium=video&utm_campaign=173

Learn how #Claude AI handles complex t",1670000,"I Switched 50% of My AI Work to Claude, Here&#39;s Why",650267,0.0237387159574862,0.0016187707105993,False,54,11,False,False,0.1666666666666666,Mega,2,1,2025Q1,0.0,0.0,0.0,Neutral,39|ai|claude,,,False,feature_request,neutral,medium,educational,developers,,openai
YouTube,UAmKyyZ-b9E,Anthropic,UCrDwWp7EBBv4NwvScIpBDOA,Introducing Cowork: Claude Code for the rest of your work,2026-01-12,491194,6287,371,PT1M9S,https://youtube.com/watch?v=UAmKyyZ-b9E,Claude AI,,"Claude Cowork lets you hand off your most time-consuming tasks to Claude, and come back to finished outputs. Describe what you need, point Claude at your sources, and walk away.

Cowork pulls from you",498000,Introducing Cowork: Claude Code for the rest of your work,561484,0.0127994234457261,0.0007553023856154,False,57,10,False,False,0.0701754385964912,Macro,1,1,2026Q1,0.0,0.0,0.0,Neutral,claude code|code|claude,,Claude Code,False,news,negative,high,reactive,general,,openai
YouTube,RSWdkfDoopM,V R RAJA,UCZ0hNUqXDl0YWh3ulUZy1jQ,⚠️ SOFTWARE JOBS Gone? 😱 The SCARY Truth About AI &amp; Anthropic Claude | VR Raja,2026-02-20,478009,15439,712,PT22M29S,https://youtube.com/watch?v=RSWdkfDoopM,Claude AI,AI taking jobs|VR Raja|Software engineer future|IT jobs crisis 2026|Will AI replace engineers,"Surprise!! Check out the 10 Lakh Scholarship here: https://tinyurl.com/ymhrhkkp

For Class 11th: https://tinyurl.com/yeytczsb

Medhavi Skills University, in collaboration with Polaris School of Techno",1770000,⚠️ SOFTWARE JOBS Gone? 😱 The SCARY Truth About AI &amp; Anthropic Claude | VR Raja,646639,0.0322985550481267,0.0014895117037545,False,82,16,True,False,0.3414634146341463,Mega,2,1,2026Q1,-0.3885,0.126,0.216,Negative,amp|anthropic|ai|claude,,,False,tutorial,positive,medium,educational,creators,,openai
YouTube,Ii99RU3mOJM,Claude,UCV03SRZXJEz-hchIAogeJOg,Claude can now show you,2026-03-12,477393,14573,676,PT1M20S,https://youtube.com/watch?v=Ii99RU3mOJM,Claude AI,,"Claude now creates diagrams, interactive tools, and visualizations right in the conversation. Follow a student from choosing a major to getting a city park approved — all built visually, all within th",134000,Claude can now show you,636643,0.0305262121564413,0.0014160241143041,False,23,5,False,False,0.0434782608695652,Macro,3,1,2026Q1,0.0,0.0,0.0,Neutral,claude,,,False,tutorial,positive,medium,educational,creators,,openai
YouTube,ZlDnsf_DOzg,Simon Scrapes,UCdCR4-uYOg5ju-IUuDnfnQA,Every Claude Code Concept Explained for Normal People,2026-02-28,452111,11203,317,PT27M24S,https://youtube.com/watch?v=ZlDnsf_DOzg,Claude AI,,"🚀 Build agentic systems that run your business: https://skool.com/scrapes
Feeling lost in Claude Code? This ultimate guide is the shortcut you've been looking for. We break down 27 essential Claude Co",65300,Every Claude Code Concept Explained for Normal People,570481,0.0247793130448053,0.0007011552472733,False,53,8,False,False,0.1320754716981132,Mid,2,1,2026Q1,0.0,0.0,0.0,Neutral,claude code|code|claude,,Claude Code,False,tutorial,positive,medium,educational,creators,,openai
YouTube,We7BZVKbCVw,Lenny's Podcast,UC6t1O76G0jYXOAoYCm153dA,Head of Claude Code: What happens after coding is solved | Boris Cherny,2026-02-19,445524,8687,1138,PT1H27M45S,https://youtube.com/watch?v=We7BZVKbCVw,Claude AI,,Boris Cherny is the creator and head of Claude Code at Anthropic. What began as a simple terminal-based prototype just a year ago has transformed the role of software engineering and is increasingly t,573000,Head of Claude Code: What happens after coding is solved | Boris Cherny,555154,0.019498388414541,0.0025542956159488,False,71,13,False,False,0.0845070422535211,Macro,2,1,2026Q1,0.2732,0.16,0.0,Positive,coding|claude code|code|claude,,Claude Code,False,tutorial,positive,medium,educational,creators,,openai
YouTube,gv0WHhKelSE,Anthropic,UCrDwWp7EBBv4NwvScIpBDOA,Claude Code best practices | Code w/ Claude,2025-07-31,420499,8108,325,PT25M53S,https://youtube.com/watch?v=gv0WHhKelSE,Claude AI,,"Presented at Code w/ Claude by @anthropic-ai on May 22, 2025 in San Francisco, CA, USA.

Speakers:
Cal Rueb, Member of Technical Staff at @anthropic-ai",498000,Claude Code best practices | Code w/ Claude,508079,0.0192818532267615,0.0007728912553894,False,43,8,False,False,0.0930232558139534,Macro,7,3,2025Q3,0.6369,0.412,0.0,Positive,code|claude code|claude,,Claude Code,False,tutorial,positive,medium,educational,creators,,openai
YouTube,iltdFNpl73I,Andrew Codesmith,UCcgNiiErDGHICbNYtuyxW4A,900+ hours of Learning Claude Code/Cursor in 10 minutes,2026-01-26,414933,19059,227,PT9M53S,https://youtube.com/watch?v=iltdFNpl73I,Claude AI,,"Everything I've learnt about building with AI and using Claude Code and Cursor to build apps and code.

Try Hostinger VPS (10% off with code ANDREW)
https://www.hostinger.com/andrew

Link to my newsle",70100,900+ hours of Learning Claude Code/Cursor in 10 minutes,610063,0.0459327168482622,0.0005470762749648,False,55,9,False,False,0.0727272727272727,Mid,1,1,2026Q1,0.0,0.0,0.0,Neutral,hours|claude code|code|claude,,Claude Code,False,tutorial,positive,medium,educational,creators,,openai
YouTube,9LwacpywVhs,Nandini Agrawal,UCF50P3pc9zD7ou9IVo8w5sQ,These 20 minutes will save you 20 hours every week | Learn Claude AI,2026-03-16,411189,10913,329,PT19M3S,https://youtube.com/watch?v=9LwacpywVhs,Claude AI,,"If you want to save 20 hours every week, this video is for you
In this 20-minute tutorial, I explains how Claude CoWork works and how you can start using it to improve your workflow.

In this video yo",373000,These 20 minutes will save you 20 hours every week | Learn Claude AI,526899,0.0265401068608352,0.0008001186802176,False,68,14,False,False,0.0735294117647058,Macro,3,1,2026Q1,0.4939,0.211,0.0,Positive,hours|claude ai|ai|claude,,,False,tutorial,positive,medium,educational,creators,,openai
